编号,类别,图题或文件主题,参考来源,原发布页,作者,台账许可线索,本次处理
XIAO-229-5-104,教材PDF裁图候选,图5-104 三跨连续梁挠曲变形图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-230-5-105,教材PDF裁图候选,图5-105 主梁横向弯矩的参数研究,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-230-5-106,教材PDF裁图候选,图5-106 主梁横向位移的参数研究,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-231-5-107,教材PDF裁图候选,图5-107 索塔塔顶水平位移的参数研究,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-231-5-108,教材PDF裁图候选,图5-108 索塔弯矩计算简图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-233-5-109,教材PDF裁图候选,图5-109 索塔弯矩的参数研究,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-233-5-110,教材PDF裁图候选,图5-110 主梁屈曲稳定系数的参数研究,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-234-5-111,教材PDF裁图候选,图5-111 CFRP 与钢组合截面斜拉索结构形式,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-234-5-112,教材PDF裁图候选,图5-112 CFRP 与钢组合斜拉索综合设计方案,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-235-5-113,教材PDF裁图候选,图5-113 活载作用下受力状态对比,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-235-5-114,教材PDF裁图候选,图5-114 无锚索的不稳定体系,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-235-5-115,教材PDF裁图候选,图5-115 有锚索的稳定体系,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-236-5-116,教材PDF裁图候选,图5-116 锚索对索塔的水平约束示意图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-236-5-117,教材PDF裁图候选,图5-117 多塔斜拉体系变形示意图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-237-5-118,教材PDF裁图候选,图5-118 三角形索塔体体系,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-237-5-119,教材PDF裁图候选,图5-119 组合式刚性索塔,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-237-5-120,教材PDF裁图候选,图5-120 多塔斜拉桥增大结构刚度的加劲索布置形式,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-238-5-121,教材PDF裁图候选,图5-121 香港汀九大桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-238-5-122,教材PDF裁图候选,图5-122 交叉索简化计算示意图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-241-5-123,教材PDF裁图候选,图5-123 三跨支承体系计算简图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-242-5-124,教材PDF裁图候选,图5-124 为xi=8m 时，不同支承条件的βi 随跨径变化的关系。主跨相同时，固结体系,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-243-5-126,教材PDF裁图候选,图5-126 索梁活载比与应力变幅统计图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-244-5-127,教材PDF裁图候选,图5-127 “索辅梁”部分斜拉桥的设计理念,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-245-5-129,教材PDF裁图候选,图5-129 苏通大桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-245-5-130,教材PDF裁图候选,图5-130 苏通大桥总体布置图（cm）,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-245-5-131,教材PDF裁图候选,图5-131 苏通大桥斜拉,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-246-5-134,教材PDF裁图候选,图5-134 阳光大道桥立面布置图（m）,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-246-5-135,教材PDF裁图候选,图5-135 塔梁固结体系结构简图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-247-5-136,教材PDF裁图候选,图5-136 刚构体系结构简图 图5-137 柔性墩连续刚构体系结构简图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-247-5-138,教材PDF裁图候选,图5-138 卢纳桥立面布置图（m）,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-247-5-139,教材PDF裁图候选,图5-139 南岸索塔及其基础 图5-140 主梁标准节段断面图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-248-5-141,教材PDF裁图候选,图5-141 塞塞勒桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-248-5-142,教材PDF裁图候选,图5-142 立面布置及主梁、索塔构造图（m）,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-248-5-143,教材PDF裁图候选,图5-143 主梁竖向支座,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-249-5-144,教材PDF裁图候选,图5-144 主梁顶推施工示意图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-249-5-145,教材PDF裁图候选,图5-145 东亨廷顿桥总体布置图(m),用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-250-5-146,教材PDF裁图候选,图5-146 斜拉与连续梁悬臂部分连接处构造图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-250-5-147,教材PDF裁图候选,图5-147 弗雷德·哈特曼桥及其索塔,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-250-5-148,教材PDF裁图候选,图5-148 弗雷德·哈特曼桥立面布置图(m),用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-251-5-149,教材PDF裁图候选,图5-149 不同形式索塔在侧向荷载作用下受力简图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-251-5-150,教材PDF裁图候选,图5-150 组合断面应力分布示意图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-251-5-151,教材PDF裁图候选,图5-151 日见桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-252-5-152,教材PDF裁图候选,图5-152 日见桥立面布置图(mm),用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-252-5-153,教材PDF裁图候选,图5-153 波形钢腹板主梁与体外预应力索(mm),用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-252-5-154,教材PDF裁图候选,图5-154 拉索锚固端及钢横梁构造 图5-155 1/2 实体模型试验,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-254-6-1,教材PDF裁图候选,图6-1 无桥面系吊桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-254-6-2,教材PDF裁图候选,图6-2 有桥面系吊桥受力图示,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-255-6-4,教材PDF裁图候选,图6-4 康威城堡桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-255-6-5,教材PDF裁图候选,图6-5 近代悬索桥受力简析,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-256-6-7,教材PDF裁图候选,图6-7 铁眼杆受力,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-256-6-8,教材PDF裁图候选,图6-8 罗布林体系,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-257-6-10,教材PDF裁图候选,图6-10 曼哈顿大桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-257-6-9,教材PDF裁图候选,图6-9 布鲁克林桥中的创新,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-258-6-12,教材PDF裁图候选,图6-12 多塔悬索桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
